index,IT_job_criteria,Is_Programmer/System Developer/Software Engineer,Is_Full Stack Developer,Is_Data Analyst,Is_BI Developer,Is_Data Scientist,Is_IoT Engineer,Is_QA Engineer,Is_System Analyst,Is_Backend Developer,Is_Mobile Developer,Is_IT Support,Is_Project Manager,Is_System Engineer,Is_Database Administrator,Is_Business Analyst,Is_Front-End Developer,Is_System Administrator,Is_Data Engineer,Is_AI Engineer,Is_DevOps Engineer,Is_SAP Specialist,Is_Solution Architect,Is_Scrum Master,Is_Product manager/Owner,Is_Cloud Engineer,Is_Security Analyst,Is_IT Solution Consultant,Is_Presales Engineer,Is_Network Engineer/Senior Network Engineer,Is_bachelor,Is_Master,IS_PhD,is_missing,Degree_1,Degree_2,Is_CS,Is_CPE,IS_IT,Is_MIS,Is_EE,Is_Data Science,Is_Mathematics,Is_Statistics,Is_Finance,Is_Accounting,Is_Information Systems,Is_Business Management,Is_Engineering,Is_Software Engineering,Is_Business Administration,Is_Business Technology,Is_Technology,Is_Network,Is_Software Development,Is_Business Computer,Is_Electronic Engineering,Is_Mechatronics,Is_Cybersecurity,Is_Actuarial Science,Is_Data Engineering,Is_Telecommunication Engineering,Is_Economics,Is_Marketing,Is_Science & Technology,Is_Mechanical Engineering,Is_Computer,Is_Management,Is_Business analytics,Is_Data Analytics,Is_Industrial Engineering,Is_Manufacturing Engineering,Is_Artificial Intelligence,Is_Data Mining,Is_Supply Chain,Is_Accounting Information System,Is_Information Management,Is_Physics,Is_Science,Is_missing,Major_1,Major_2,Major_3,Major_4,Major_5,Major_6,Job_year_experience,Company_name,Is_C#,IS_JAVA,Is_Python,Is_JS,Is_C++,Is_R,Is_C,Is_VB,Is_COBOL,Is_TypeScript,Is_HTML,Is_CSS,Is_Golang,Is_Node.js,Is_VB.NET,Is_PHP,Is_JavaScript(ES6),Is_Ruby,Is_RPG,Is_Kotlin,Is_Dart,Is_Scala,Is_C#.NET,Is_HTML5,Is_Swift,Is_Embedded C,Is_Objective-C,Is_JavaScript (ES6+),Is_CSS3,Is_Bash,Is_PowerShell,Is_Sass,Is_Less,Is_XML,Is_TypeScript 4+,Is_VBA,Is_Rust,Is_JSP,Is_Apex,Is_Servlet,Is_SAS,Is_Missing,Programing_language,Programing_language_1,Programing_language_2,Programing_language_3,Programing_language_4,Programing_language_5,Programing_language_6,Programing_language_7,Is_Spring_Boot,Is_Angular,Is_ASP.NET Core,Is_.NET,Is_React,Is_Vue.js,Is_Next.js,Is_Node.js,Is_Express.js,Is_SAP_CAP,Is_Kafka,Is_Laravel,Is_NumPy,Is_Pandas,Is_TensorFlow,Is_PyTorch,Is_Scikit-learn,Is_Nest.js,Is_Flutter,Is_Nuxt.js,Is_Hibernate,Is_Android_Jetpack,Is_Robot_Framework,Is_Flask,Is_Matplotlib,Is_LangChain,Is_LangGraph,Is_Zend,Is_AngularJS,Is_Angular 16+,Is_Bootstrap,"Is_ASP.NET_MVC
",Is_Cypress,Is_WPF,Is_VB.Net,Is_TailwindCSS,Is_XGBoost,Is_Selenium,Is_Swagger,Is_jQuery,Is_Playwright,Is_JMeter,Is_k6,Is_Apache_Spark,Is_Hadoop,Is_UiPath,Is_Hive,Is_Entity_Framework,Is_XML,Is_React_Native,Is_JBehave,Is_Oracle_EBS,Is_Oracle_Forms,Is_FastAPI,Is_Xamarin,Is_GetX,Is_Apache_Nifi,Is_Django,Is_Django_REST_framework,Is_Codeigniter,Is_AJAX,Is_Svelte,Is_Pyspark,Is_ASP.NET Core MVC,Is_Flux,Is_Koa,Is_Webpack,Is_Ant_Design,Is_Slim,Is_Spring,Is_Struts2,Is_Cloudera,Is_Storm,Is_MapReduce,Is_Svelte_Kit,Is_Java_Spring,Is_Vue.js_2,Is_Angular_14+,Is_Powerbuilder,Is_Nx,Is_Gin,Is_ASP.NET,Is_Visual_Studio.Net,Is_Missing,Is_Frontend_Framwork,Is_Backend_Frameworks ,Is_Data_Science / ML,Is_Big_Data,Is_Testing / QA,Is_Dev_Tool,Is_Mobile_Development,Is_Others / Legacy / Specific Tools ,Is_Missing,Programming_framework_1,Programming_framework_2,Programming_framework_3,Programming_framework_4,Programming_framework_5,Programming_framework_6,Programming_framework_7,Programming_framework_8,Programming_framework_9,Is_SQL,Is_MySQL,Is_PostgreSQL,Is_MongoDB,Is_SQL_Server,Is_PL/SQL,Is_Oracle,Is_AS400,Is_InfluxDB,Is_DB2,Is_Redis,Is_NoSQL,Is_MariaDB,Is_ArangoDB,Is_Firebase,Is_ElasticSearch,Is_RDBMS,Is_SQLite,Is_Realm,Is_BigQuery,Is_HIve_SQL,Is_Cassandra,Is_informix,Is_Talend,Is_Missing,DB_Skill,DB_Skill_1,DB_Skill_2,DB_Skill_3,DB_Skill_4,DB_Skill_5,Is_Git,Is_GitHub,Is_GitLab,Is_BitBucket,Is_Gitflow,Is_Missing,Code_management_skill,Code_management_skill_1,Code_management_skill_2,Code_management_skill_3,Programming Related,AI/ML-Related,DataAnalytic-Related,Web-Tech Related,System Operational,Network-security Related,Cloud Related,QA-Related,Banking,Business/Finance-Knowledge Related,Project Management-Skill,Data science,SAP-related,Interface Desgin,Gaming/3D design,HR-Related,HealthCare,Hardware-Iot,Law-related,Other,Is_Missing,Specialist_skills,Specialist_skill_1,Specialist_skill_2,Specialist_skill_3,Specialist_skill_4,Specialist_skill_5,Specialist_skill_6,Specialist_skill_7,Specialist_skill_8,Specialist_skill_9,Specialist_skill_10,Specialist_skill_11,Specialist_skill_12,Specialist_skill_13,Specialist_skill_14,Specialist_skill_15,Specialist_skill_16,Specialist_skill_17,Specialist_skill_18,Specialist_skill_19,Specialist_skill_20,Specialist_skill_21,Is_PMP,Is_CCNA,Is_MCSA,Is_MCSE,Is_NCA,Is_VCP,Is_Linux+,Is_ServiceNow_CSA,Is_ITSM_certifications,Is_CSM_certifications,Is_TSM_certifications,Is_ISTQB_Agile_Tester,Is_NSE4,Is_NSE5,Is_CCNP,Is_Arista_ACE,Is_Network+,Is_Security+,Is_PMI_ACP,Is_AZ-104,Is_AWS Certified_DevOps_Engineer,Is_Azure_DevOps_Engineer_Expert,Is_Missing,Is_Network_Related,Is_Cloud_Related,Is_System_operation,Is_Microsoft,Is_Finance_Business,Is_Project_Mgmt,Is_Missing,IT_Certificate_1,IT_Certificate_2,IT_Certificate_3,IT_Certificate_4,IT_Certificate_5,IT_Certificate_6,IT_Certificate_7,English_profiency,Non_English_proficency,Is_Thai,Is_Japanese,Is_Korean,Non_English_lang,Non_English_lang_{i},Is_TOEIC,Is_IELTS,Is_TOEFL_iBT,Is_missing,English_test,English_test_score,Non_English_Test_score,Is_JLPT,Non_English_Test_{i},Non_English_Test_score_{i},Company_salary,ism_tech_salary,Selected_Salary,Salary_with_Noise,Salary_Scaled,,,Remarks,,,,,,,,,,,,,,
11,Full Stack Developer,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,5,Amaris Consulting Pte Ltd,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Java,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Spring Boot,Angular,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MySQL,PostgreSQL,,,,,1,0,0,0,0,0,Git,,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REST API,Microservices architecture,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,,,0,0,0,1,,,,0,,,"60,000","80,000","60,000","62,484",1,https://th.jobsdb.com/job/84895805?ref=search-standalone&type=standard&origin=jobTitle#sol=c1dfe64a19fbd39af5ca74c2b614df07c2046913,,,,,,,,,,,,,,,,
12,Data Analyst,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,3,Cathcart Associates Asia Recruitment Ltd.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL,,,,,,0,0,0,0,0,1,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Excel,Looker,Tableau,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,,,0,0,0,1,,,,0,,,70000,60000,70000,72098,0.887694329,https://th.jobsdb.com/job/85010276?ref=search-standalone&type=standard&origin=jobTitle#sol=611e00a82ef0bd355ef71f5d4de4f512149f4e27,,Agency,,,,,,,,,,,,,,
13,Full Stack Developer,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,3,"1Moby Co., Ltd.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,,,0,0,0,1,,,,0,,,40000,60000,40000,40367,-0.298355154,,,,,Goal = 400,,,,,,,,,,,,
14,Full Stack Developer,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bachelor,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Computer Science,,,,,,3,G-Able Public Company Limited,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C#,JS,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL,,,,,,1,0,0,0,0,0,Git,,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REST API,Microservices architecture,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,,,0,0,0,1,,,,0,,,65000,60000,65000,68250,0.743862795,https://th.jobsdb.com/job/84818667?ref=search-standalone&type=standard&origin=jobTitle#sol=bf4d6792eb31667b78476992ece780f16da38302,,,,,,,,,,,,,,,,
15,Full Stack Developer,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bachelor,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Computer Science,,,,,,5,G-Able Public Company Limited,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,,,0,0,0,1,,,,0,,,85000,80000,85000,80750,1.211091011,https://th.jobsdb.com/job/84818667?ref=search-standalone&type=standard&origin=jobTitle#sol=bf4d6792eb31667b78476992ece780f16da38302,,,,,,,,,,,,,,,,
16,Programmer/System Developer/Software Engineer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Bachelor,Master,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Computer Engineering,Electrical Engineering,,,,,3,Intellipro Singapore Pte. Ltd.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C#,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.NET,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,0,0,0,0,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OOP,PLC Programming,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,1,,0,0,0,,,0,0,0,1,,,,0,,,40000,55000,40000,40720,-0.285160629,https://th.jobsdb.com/job/84835821?ref=search-standalone&type=standard&origin=jobTitle#sol=3858746af4edb2c887297f924b4fa5d051a1bb9d,,,,Data Analyst,21,,,,,,,,,,,
17,Programmer/System Developer/Software Engineer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Bachelor,Master,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Computer Engineering,Electrical Engineering,,,,,5,Intellipro Singapore Pte. Ltd.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C#,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.NET,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,0,0,0,0,0,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OOP,PLC Programming,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,,,0,0,0,1,,,,0,,,60000,70000,60000,60708,0.461955978,https://th.jobsdb.com/job/84835821?ref=search-standalone&type=standard&origin=jobTitle#sol=3858746af4edb2c887297f924b4fa5d051a1bb9d,,,,Business Analyst,35,,,,,,,,,,,
18,Data Scientist,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Master,Doctoral,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Information Technology,Engineer,Computer Science,,,,2,Bangkok Bank Public Company Limited,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Java,Python,C++,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL,MongoDB,,,,,0,0,0,0,0,1,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HBase,Neo4j,Machine Learning,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,,,0,0,0,1,,,,0,,,,<120000,<120000,119252,2.650228675,https://th.jobsdb.com/th/job/85064129?type=standard&ref=search-standalone#sol=b0545cc715b1b878a252d4e4c4ead41c60932a7c,,,,System Analyst,27,,,,,,,,,,,
19,Data Scientist,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Bachelor,Master,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Computer Engineering,Computer Science,,,,,3,The Siam Cement Public Company Limited (SCG),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Python,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL,,,,,,0,0,0,0,0,1,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Machine Learning,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,1,,0,0,0,,,1,0,0,0,TOEIC,550,,0,,,,<120000,<120000,117529,2.585825938,https://th.jobsdb.com/th/job/85123444?type=standard&ref=search-standalone#sol=0b5f2fec9dd6a31bb802334677e35e9c39562a0b,,,,Data Scientist,10,,,,,,,,,,,
20,Data Scientist,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Bachelor,Master,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Computer Engineering,Computer Science,,,,,6,The Siam Cement Public Company Limited (SCG),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Python,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL,,,,,,0,0,0,0,0,1,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Machine Learning,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,1,,0,0,0,,,1,0,0,0,TOEIC,550,,0,,,,<120000,<120000,114000,2.453918068,https://th.jobsdb.com/th/job/85123444?type=standard&ref=search-standalone#sol=0b5f2fec9dd6a31bb802334677e35e9c39562a0b,,,,Programmer/System Developer/Software Engineer,81,,,,,,,,,,,
21,Data Scientist,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Bachelor,Master,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Computer Science,Data Science,Mathematics,Statistics,,,3,"Chan Wanich Co., Ltd. (BU8) ",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Python,R,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL,,,,,,1,0,0,0,0,0,Git,,,,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AWS,Tableau,Power BI,Plotly,Azure,GCP,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,,,0,0,0,1,,,,0,,,70000,,70000,73500,0.940098646,https://th.jobsdb.com/th/job/84804976?type=standard&ref=search-standalone#sol=c2bb56f1901c8f18c6770c11c3e8ef33bd8b9336,,,,Programmer/System Developer/Software Engineer/ Engineer,176,,,,,,,,,,,
22,Data Scientist,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Bachelor,Master,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Computer Science,Data Science,Mathematics,Statistics,,,5,"Chan Wanich Co., Ltd. (BU8) ",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Python,R,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SQL,,,,,,1,0,0,0,0,0,Git,,,,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AWS,Tableau,Power BI,Plotly,Azure,GCP,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,0,0,0,,,0,0,0,1,,,,0,,,90000,,90000,89086,1.522676165,https://th.jobsdb.com/th/job/84804976?type=standard&ref=search-standalone#sol=c2bb56f1901c8f18c6770c11c3e8ef33bd8b9336,,,,Tester/QA Engineer/Software Tester,64,,,,,,,,,,,
